policy_id,month,age,tenure_m,premium,coverage,region,has_agent,is_smoker,dependents,lapse_next_3m,post_event_notice_sent,split
P01557,2023-03,78,35,123.72,18864.92,coastal,0,1,0,1,1,train
P00955,2023-06,71,27,215.16,42683.14,south,1,0,0,1,1,train
P00853,2023-03,83,46,229.38,36733.36,central,1,0,1,0,1,train
P01165,2023-07,53,34,393.09,55919.39,south,0,1,0,0,0,train
P00958,2023-04,61,31,45.63,12047.42,coastal,0,0,1,0,0,train
P01329,2023-05,63,34,106.85,21021.83,central,0,0,1,0,0,train
P00243,2023-04,24,26,72.86,17691.59,central,0,0,3,1,1,train
P01034,2023-05,39,35,216.35,43653.06,central,1,0,0,0,0,train
P00422,2023-02,65,16,52.84,13509.89,central,1,0,2,0,0,train
P00765,2023-05,42,14,80.76,24297.19,coastal,1,0,0,0,0,train
P00221,2023-06,26,12,62.61,13896.68,coastal,1,0,0,1,1,train
P01804,2023-06,35,19,39.47,8109.15,central,1,0,0,0,0,train
P01512,2023-03,33,49,221.58,45679.36,central,1,0,1,0,0,train
P01438,2023-01,62,24,74.52,15557.87,central,1,0,0,1,1,train
P00269,2023-07,59,32,165.42,42232.24,central,0,1,0,1,1,train
P00565,2023-08,78,8,204.71,43289.51,north,0,1,1,0,0,train
P00851,2023-03,84,32,157.16,25559.59,coastal,1,1,0,0,0,train
P00978,2023-04,56,49,201.77,40760.84,south,1,0,0,0,0,train
P00368,2023-07,39,66,201.95,27899.76,coastal,0,1,0,1,1,train
P01868,2023-02,69,4,61.38,22164.8,central,1,0,0,0,0,train
P00679,2023-02,53,27,802.37,162010.25,south,1,0,0,1,1,train
P00183,2023-05,51,15,76.13,17608.32,coastal,1,0,0,0,0,train
P01517,2023-06,50,21,63.88,14798.72,coastal,1,0,1,1,1,train
P01971,2023-08,74,48,56.62,10343.03,central,0,0,1,0,0,train
P01477,2023-07,51,62,23.76,5000.0,coastal,1,1,1,0,0,train
P00461,2023-04,67,55,40.19,8606.0,north,1,0,0,0,0,train
P00536,2023-05,28,10,67.73,14743.71,central,0,0,1,0,0,train
P00393,2023-03,42,56,36.93,6821.88,coastal,0,1,1,0,0,train
P00265,2023-05,85,13,103.03,25231.18,central,1,0,2,0,0,train
P01732,2023-03,79,19,172.0,35882.78,coastal,0,0,0,1,0,train
P00432,2023-03,68,25,88.6,14519.65,central,0,0,0,0,0,train
P01202,2023-04,50,54,226.62,50094.31,south,0,0,0,1,1,train
P00624,2023-01,46,2,19.1,5000.0,coastal,0,0,0,0,0,train
P00637,2023-08,34,33,483.09,81732.49,central,0,0,1,0,0,train
P00312,2023-04,63,22,45.39,10632.58,south,0,0,0,0,0,train
P00501,2023-04,25,49,182.7,34917.73,central,1,0,1,0,0,train
P00960,2023-01,46,3,29.63,6858.72,central,1,0,2,0,0,train
P01218,2023-08,67,40,29.65,9081.11,south,1,0,4,0,0,train
P00121,2023-04,47,61,62.42,15398.18,central,1,0,1,0,0,train
P01313,2023-01,71,4,56.65,15690.67,central,1,1,2,0,0,train
P00273,2023-05,28,21,119.53,17703.32,central,0,1,0,0,0,train
P01281,2023-04,68,9,241.6,39229.35,central,1,0,1,1,1,train
P00686,2023-06,72,64,51.57,8573.02,coastal,1,0,0,1,1,train
P00450,2023-04,37,15,53.2,13690.33,coastal,0,0,1,1,1,train
P01128,2023-02,61,21,124.0,26894.18,central,1,0,1,0,0,train
P01415,2023-04,57,33,76.28,18601.59,central,1,0,2,0,0,train
P01790,2023-07,69,19,36.69,6533.82,central,0,1,1,0,0,train
P01379,2023-02,52,7,105.63,18736.61,coastal,0,0,0,0,0,train
P00352,2023-08,21,13,30.36,5000.0,north,1,0,0,0,0,train
P00298,2023-08,47,44,58.88,14819.4,coastal,1,0,0,0,0,train
P00365,2023-05,25,38,121.98,26955.38,central,1,1,0,1,0,train
P01587,2023-03,73,55,152.18,30414.03,central,1,0,0,0,0,train
P00794,2023-02,74,3,25.32,6495.97,central,1,0,1,0,0,train
P00294,2023-04,40,20,77.66,21051.91,central,1,0,1,0,0,train
P01180,2023-01,19,7,42.57,9795.8,south,0,0,3,0,0,train
P01221,2023-02,62,19,100.47,23537.78,central,1,0,1,1,1,train
P01055,2023-03,23,57,111.61,21388.21,central,0,0,2,0,0,train
P00246,2023-08,23,61,293.69,47906.19,coastal,0,0,0,0,0,train
P01366,2023-02,19,9,28.85,7587.7,central,1,0,1,0,0,train
P00290,2023-06,50,50,93.92,25163.01,central,1,0,2,1,1,train
P00348,2023-07,81,7,40.82,8858.71,central,0,0,0,1,1,train
P00977,2023-04,24,53,28.05,5532.91,central,1,0,0,0,0,train
P01789,2023-04,50,41,151.03,37127.15,south,1,0,1,1,1,train
P01484,2023-08,25,63,26.69,6714.16,central,1,0,1,1,1,train
P01594,2023-04,19,63,60.4,11906.81,coastal,1,1,0,0,0,train
P00047,2023-03,48,24,40.33,8531.79,coastal,1,0,2,0,0,train
P01842,2023-05,24,42,155.02,31064.41,central,1,1,1,0,0,train
P00489,2023-04,70,37,33.7,10359.34,south,1,0,0,0,0,train
P00935,2023-05,48,57,26.39,5431.99,north,1,0,1,0,0,train
P01853,2023-04,48,29,61.66,17438.13,north,0,0,0,1,1,train
P01721,2023-02,24,50,487.29,123589.31,central,1,0,0,1,0,train
P00101,2023-07,74,62,52.1,13274.06,coastal,0,0,0,0,0,train
P00513,2023-08,75,40,25.16,5000.0,central,0,0,0,0,1,train
P00737,2023-02,67,30,92.81,14838.38,south,1,0,1,1,1,train
P00228,2023-01,57,3,66.59,12814.8,central,1,0,1,1,1,train
P00926,2023-04,82,44,69.16,16298.26,coastal,0,0,1,0,0,train
P01391,2023-02,38,5,97.45,25265.19,central,1,0,2,0,0,train
P01510,2023-07,64,40,143.0,32472.09,central,1,0,1,0,0,train
P01648,2023-05,63,62,48.18,7412.2,north,1,0,1,0,0,train
P00700,2023-08,24,56,212.72,56486.94,north,1,0,0,0,0,train
P01499,2023-05,49,46,103.26,24110.16,north,0,0,1,0,0,train
P01743,2023-01,48,4,122.26,21474.25,coastal,0,0,0,0,0,train
P01207,2023-08,53,26,171.86,39577.99,north,1,0,0,0,0,train
P00646,2023-08,40,43,111.03,21394.19,central,0,0,0,0,0,train
P00893,2023-02,53,57,28.72,7458.03,central,1,0,2,0,0,train
P01842,2023-06,24,43,155.02,31064.41,central,1,1,1,1,1,train
P01248,2023-05,49,55,44.31,8126.73,central,1,1,0,0,0,train
P01668,2023-01,64,23,166.59,36253.41,coastal,1,0,0,0,0,train
P01702,2023-07,30,21,236.94,42158.14,central,1,0,0,1,1,train
P01998,2023-01,85,7,36.4,7226.9,coastal,1,0,1,0,0,train
P01731,2023-02,70,54,80.31,16597.39,coastal,1,1,0,0,0,train
P01068,2023-08,61,44,397.95,67980.1,south,0,0,0,0,0,train
P00219,2023-07,48,39,75.51,22399.43,central,1,0,0,1,1,train
P00526,2023-08,39,65,64.15,13717.83,coastal,1,1,0,0,0,train
P01902,2023-04,54,50,68.98,12893.37,south,1,0,0,0,0,train
P01089,2023-07,62,55,323.88,60522.61,north,1,0,0,0,0,train
P01359,2023-03,25,3,125.39,21172.2,south,1,0,0,1,1,train
P01844,2023-08,75,51,103.72,21413.34,coastal,1,0,1,0,0,train
P01216,2023-05,25,29,83.5,19341.34,coastal,1,0,0,0,1,train
P00063,2023-01,42,47,83.67,15403.61,coastal,1,0,0,0,0,train
P01164,2023-07,54,53,136.37,27941.24,central,1,0,0,0,0,train
P01625,2023-03,55,36,15.21,5000.0,central,1,0,1,0,0,train
P00185,2023-06,51,65,48.16,11573.5,coastal,1,0,0,0,0,train
P00520,2023-04,58,50,18.3,5000.0,coastal,0,0,0,0,0,train
P00281,2023-03,36,62,54.26,11046.97,central,0,1,0,1,1,train
P00181,2023-06,81,33,317.26,62755.51,north,0,0,2,1,1,train
P00108,2023-07,63,29,226.91,45970.2,central,0,0,1,1,1,train
P00854,2023-08,34,38,115.12,36854.23,north,1,0,1,1,1,train
P00536,2023-06,28,11,67.73,14743.71,central,0,0,1,1,0,train
P00133,2023-01,24,1,164.16,49202.6,coastal,1,0,0,1,0,train
P00638,2023-04,38,46,25.28,5884.65,south,1,0,1,0,0,train
P01376,2023-03,83,15,54.94,12430.65,coastal,1,0,1,0,0,train
P01513,2023-08,68,21,55.19,15825.58,coastal,0,0,2,1,0,train
P01044,2023-03,43,10,35.27,9502.44,south,0,1,0,0,0,train
P01137,2023-03,67,55,137.07,26971.67,coastal,1,1,0,1,1,train
P00310,2023-03,25,44,49.73,12512.52,south,1,0,1,0,0,train
P00634,2023-08,43,48,98.04,25051.94,central,1,0,1,1,1,train
P00759,2023-02,26,52,34.32,10071.18,south,0,0,0,0,1,train
P01589,2023-05,76,23,82.94,18504.53,central,0,1,1,0,0,train
P01385,2023-07,44,66,150.22,24406.0,coastal,0,0,1,1,0,train
P00328,2023-06,20,39,115.07,20105.66,central,0,1,0,1,1,train
P00657,2023-06,70,16,235.99,43787.41,coastal,1,1,1,0,0,train
P00963,2023-08,75,49,26.24,5704.41,central,0,0,0,0,0,train
P00485,2023-08,49,13,57.92,11354.59,central,0,1,1,1,0,train
P01649,2023-02,84,9,34.75,6589.84,central,1,1,2,0,0,train
P01683,2023-01,20,56,268.58,54187.36,coastal,0,0,1,1,1,train
P00474,2023-01,49,11,328.8,58418.7,central,1,0,1,0,0,train
P00187,2023-07,29,27,37.31,7095.03,central,0,0,1,1,1,train
P01799,2023-04,50,60,43.19,13566.2,central,0,0,0,0,0,train
P00588,2023-04,24,24,68.38,16597.83,central,1,0,0,1,1,train
P01032,2023-07,29,47,191.65,50998.14,central,1,0,2,0,0,train
P00215,2023-04,68,15,141.82,34210.3,coastal,1,0,0,1,1,train
P01418,2023-08,47,16,72.46,12261.43,central,1,0,1,0,0,train
P01280,2023-08,76,33,218.51,50704.63,central,0,0,1,0,0,train
P01415,2023-06,57,35,76.28,18601.59,central,1,0,2,1,1,train
P00235,2023-05,51,19,111.85,20996.26,coastal,1,0,1,0,0,train
P01123,2023-07,36,66,98.16,25033.73,coastal,0,0,2,0,0,train
P00074,2023-05,26,37,183.45,32863.75,south,0,0,0,1,1,train
P00574,2023-04,21,24,126.12,20615.22,north,1,1,1,0,0,train
P00351,2023-03,54,37,86.1,13015.0,north,1,1,0,0,0,train
P00291,2023-03,72,56,248.11,60442.34,central,1,0,0,0,0,train
P00224,2023-01,31,32,87.67,17642.86,central,0,0,0,0,0,train
P01490,2023-02,52,41,175.56,42658.0,central,1,1,0,0,0,train
P00660,2023-04,37,56,231.85,69365.38,coastal,1,0,1,0,0,train
P00151,2023-08,76,49,138.8,35707.16,coastal,1,0,2,0,0,train
P00210,2023-05,70,21,17.55,5000.0,central,1,0,1,0,0,train
P00816,2023-06,74,8,293.4,47912.57,central,1,1,0,1,1,train
P01932,2023-07,50,44,72.74,11178.94,coastal,0,0,0,0,0,train
P01635,2023-08,46,27,76.93,15716.82,central,0,1,1,1,0,train
P00914,2023-06,84,27,22.91,5000.0,central,1,0,0,1,1,train
P01289,2023-06,24,48,20.6,5000.0,coastal,0,0,0,1,0,train
P01741,2023-06,47,19,186.56,60835.24,coastal,1,0,1,1,1,train
P00430,2023-01,66,47,158.79,45312.92,central,0,0,1,1,1,train
P00272,2023-03,19,23,254.09,43321.57,central,0,1,1,0,0,train
P01262,2023-08,80,20,177.25,47944.42,south,0,0,1,0,0,train
P00502,2023-02,62,21,117.18,21989.38,south,0,0,0,0,0,train
P01911,2023-01,23,21,99.01,26149.87,north,1,0,1,0,0,train
P00943,2023-01,80,7,32.47,10608.23,central,1,0,0,0,0,train
P00144,2023-04,45,59,396.61,108305.48,north,1,1,0,0,0,train
P01784,2023-03,82,44,70.77,16881.2,central,0,0,0,0,0,train
P01904,2023-01,34,41,545.65,90556.22,south,0,0,0,0,0,train
P00143,2023-01,36,17,73.46,17409.9,north,0,0,0,0,0,train
P00139,2023-07,41,22,81.31,17242.0,coastal,0,0,2,1,1,train
P00347,2023-01,85,16,49.33,9284.73,central,0,0,2,0,0,train
P01760,2023-02,57,8,120.82,25099.62,central,0,0,4,0,0,train
P00381,2023-04,18,8,28.89,9144.45,central,1,0,1,0,0,train
P01646,2023-08,38,25,67.98,15609.85,south,0,0,0,1,1,train
P01592,2023-04,41,28,271.04,68769.59,south,1,0,0,1,1,train
P00933,2023-04,35,33,153.88,30897.71,north,1,0,1,1,1,train
P01979,2023-03,21,57,183.51,30987.53,north,0,1,1,1,1,train
P00663,2023-05,20,43,68.59,17385.72,north,0,0,0,0,0,train
P00504,2023-04,76,56,33.53,8040.03,central,0,0,1,0,0,train
P01676,2023-05,84,53,205.74,41133.35,central,1,0,1,1,1,train
P01314,2023-01,76,54,296.18,47224.27,coastal,0,0,2,1,0,train
P01962,2023-05,85,23,82.5,19391.03,south,1,0,2,1,1,train
P01249,2023-03,40,31,58.33,11694.84,central,1,0,1,0,0,train
P01160,2023-02,41,58,72.85,18475.72,coastal,1,1,0,1,1,train
P01920,2023-06,54,47,69.36,9890.57,north,1,0,1,0,0,train
P01411,2023-07,22,10,30.13,6530.47,central,1,0,0,1,1,train
P00433,2023-04,74,5,402.48,87194.83,coastal,0,0,0,1,1,train
P00745,2023-08,72,50,289.81,67068.8,north,1,0,0,0,0,train
P00780,2023-08,75,50,86.31,15143.25,central,0,0,0,0,0,train
P01291,2023-03,33,61,107.03,29505.25,south,1,0,1,1,1,train
P01364,2023-07,31,43,25.43,5000.0,south,0,0,1,0,0,train
P01525,2023-01,59,13,120.03,20670.7,south,0,0,2,0,0,train
P01353,2023-01,51,1,56.33,11770.3,coastal,0,0,1,1,1,train
P00859,2023-04,63,44,76.33,15713.42,coastal,0,0,1,1,1,train
P00467,2023-07,29,7,514.01,98820.61,central,0,1,0,1,1,train
P01493,2023-04,19,19,31.7,6300.82,coastal,0,1,0,1,0,train
P00487,2023-05,40,15,96.15,16577.36,south,0,1,1,1,1,train
P01807,2023-08,18,41,110.08,22262.91,central,1,0,0,1,1,train
P00379,2023-05,43,17,416.39,127985.45,central,1,0,5,1,1,train
P01240,2023-02,20,18,190.22,44339.31,central,0,0,0,1,1,train
P00963,2023-05,75,46,26.24,5704.41,central,0,0,0,0,0,train
P01765,2023-03,57,43,113.24,25182.07,coastal,1,0,1,0,0,train
P00797,2023-07,83,13,293.79,47230.08,central,0,0,0,1,1,train
P01105,2023-06,38,55,35.89,9585.97,central,0,0,1,0,0,train
P01841,2023-05,46,51,87.69,16804.36,north,0,0,1,1,1,train
P00818,2023-04,25,35,94.76,25977.06,central,1,0,0,1,1,train
P00186,2023-02,48,38,129.38,24323.19,north,1,1,1,1,1,train
P00022,2023-06,43,50,156.89,24912.26,north,0,1,0,0,0,train
P00574,2023-05,21,25,126.12,20615.22,north,1,1,1,0,0,train
P00184,2023-07,65,56,69.03,14487.75,coastal,1,0,0,0,0,train
P00888,2023-02,31,4,82.96,21025.98,coastal,0,0,0,1,1,train
P00329,2023-07,27,41,149.59,35565.7,coastal,1,0,0,1,1,train
P01416,2023-04,71,18,93.77,16765.67,coastal,0,0,0,0,0,train
P00913,2023-05,43,15,27.31,5498.73,south,0,0,2,1,1,train
P00489,2023-02,70,35,33.7,10359.34,south,1,0,0,0,0,train
P01664,2023-05,55,40,86.91,19160.5,coastal,1,1,0,0,0,train
P00358,2023-03,78,44,188.34,45015.35,central,1,0,2,0,1,train
P01571,2023-07,23,21,636.61,138735.59,coastal,1,0,0,1,1,train
P00819,2023-07,63,9,155.58,38558.49,central,0,0,1,0,0,train
P01537,2023-07,28,30,74.72,13898.3,north,0,0,0,1,1,train
P00041,2023-05,29,30,47.45,13329.06,coastal,1,0,2,0,0,train
P01352,2023-04,44,57,44.52,10289.34,south,1,1,1,0,0,train
P00755,2023-04,55,42,259.72,54840.57,central,1,0,1,0,0,train
P00071,2023-04,72,55,39.75,8856.49,south,1,0,2,0,0,train
P01402,2023-08,34,18,138.64,28462.65,north,0,0,1,1,1,train
P00701,2023-04,53,25,411.51,82721.58,south,0,1,5,0,0,train
P01933,2023-03,74,19,22.62,5000.0,central,0,0,1,0,0,train
P01876,2023-03,26,53,60.76,14404.56,coastal,0,0,2,0,0,train
P00211,2023-08,35,45,50.73,12784.31,north,1,0,0,0,0,train
P00161,2023-04,85,5,31.77,5000.0,coastal,0,1,0,0,0,train
P01873,2023-03,59,27,82.42,14518.86,coastal,0,0,0,1,1,train
P00515,2023-06,83,26,17.86,5000.0,south,0,0,1,0,0,train
P01459,2023-04,35,32,776.53,192309.8,coastal,1,0,1,1,1,train
P01324,2023-03,78,20,45.0,10153.86,coastal,1,0,0,0,0,train
P00556,2023-03,52,54,65.41,14832.82,north,0,1,1,0,0,train
P00125,2023-02,76,48,172.25,43366.39,central,1,0,0,0,0,train
P00062,2023-07,68,37,20.7,5060.63,central,1,0,1,0,0,train
P01918,2023-01,51,48,17.39,5000.0,south,0,0,0,0,0,train
P01306,2023-05,63,22,38.01,8751.52,central,1,0,2,0,0,train
P01245,2023-05,77,63,127.57,19102.15,central,0,0,3,0,0,train
P01371,2023-06,77,8,21.22,5000.0,central,1,1,0,0,0,train
P01516,2023-03,81,52,116.19,28937.51,north,1,0,0,0,0,train
P01704,2023-05,31,8,56.82,13841.34,north,1,0,1,0,0,train
P00943,2023-02,80,8,32.47,10608.23,central,1,0,0,0,0,train
P01514,2023-04,40,7,107.33,24372.56,coastal,1,0,2,0,0,train
P01597,2023-02,62,58,191.63,30646.22,coastal,1,0,1,0,0,train
P01640,2023-01,36,27,65.1,14271.69,coastal,1,0,0,1,1,train
P01921,2023-04,44,38,109.0,23687.76,south,1,0,1,1,1,train
P00716,2023-04,72,34,113.35,26368.27,north,0,0,0,1,0,train
P00261,2023-06,71,22,147.8,34430.04,coastal,1,0,1,1,1,train
P01286,2023-01,21,17,103.97,28084.37,coastal,1,0,0,0,0,train
P00688,2023-08,58,58,167.86,43033.53,central,0,0,1,1,1,train
P01542,2023-03,34,51,55.45,13385.98,central,1,0,0,0,0,train
P00626,2023-04,33,24,153.41,32884.14,north,0,0,0,0,0,train
P01400,2023-04,38,18,270.6,41045.38,central,0,1,2,1,1,train
P00089,2023-06,70,14,41.24,7138.8,central,1,1,0,0,0,train
P00868,2023-05,74,38,35.54,7141.27,coastal,1,0,0,0,0,train
P01955,2023-03,84,16,97.5,22360.82,central,1,0,0,0,0,train
P01119,2023-05,67,31,95.35,17490.75,coastal,1,1,0,1,1,train
P01693,2023-05,62,55,143.75,29724.76,south,0,1,0,0,0,train
P01003,2023-07,55,37,48.13,13295.69,south,0,0,0,0,0,train
P01091,2023-07,52,60,199.92,40516.17,central,1,0,0,1,1,train
P00807,2023-05,55,54,1289.51,258497.44,coastal,0,0,2,1,1,train
P00085,2023-05,60,57,99.88,13830.06,south,0,1,2,1,0,train
P01408,2023-03,77,59,53.61,12926.58,coastal,1,0,0,1,0,train
P01270,2023-03,21,61,246.16,46940.42,south,0,0,2,0,0,train
P00142,2023-07,32,21,59.55,15422.97,north,1,0,1,0,0,train
P01573,2023-03,67,55,62.22,15996.1,north,1,0,2,0,0,train
P00244,2023-08,62,34,119.31,28507.44,coastal,1,0,1,0,0,train
P01627,2023-06,57,42,382.29,67479.95,central,0,0,0,0,0,train
P00697,2023-03,67,47,56.04,12754.39,coastal,1,0,1,0,0,train
P00555,2023-01,84,49,18.46,5000.0,coastal,1,0,0,0,0,train
P00172,2023-02,24,55,55.61,12905.24,north,0,0,0,1,0,train
P00489,2023-07,70,40,33.7,10359.34,south,1,0,0,1,1,train
P01095,2023-07,40,47,62.86,12687.31,south,1,1,1,0,0,train
P00332,2023-08,43,60,29.82,6241.55,central,1,0,0,1,1,train
P00456,2023-07,55,61,103.03,24231.27,coastal,0,0,1,1,1,train
P00213,2023-02,71,37,448.64,80621.43,central,0,1,0,0,0,train
P01754,2023-06,44,12,280.92,60407.88,coastal,1,1,0,0,0,train
P00012,2023-02,84,57,76.88,20708.62,central,0,0,1,0,0,train
P01173,2023-08,44,10,165.43,27032.25,central,0,0,0,1,1,train
P01746,2023-05,84,32,70.48,19751.44,north,1,0,0,0,0,train
P01608,2023-07,58,12,330.35,56829.6,coastal,1,0,1,1,0,train
P00487,2023-04,40,14,96.15,16577.36,south,0,1,1,1,1,train
P00431,2023-01,23,11,17.44,5000.0,south,0,0,2,1,1,train
P01228,2023-02,84,45,19.06,5346.03,coastal,1,0,0,0,0,train
P01822,2023-02,70,14,60.48,12929.75,central,1,1,1,1,1,train
P01839,2023-02,33,41,189.2,38071.81,central,1,1,1,0,0,train
P01910,2023-04,81,39,53.37,10072.39,central,1,0,1,0,0,train
P00053,2023-01,42,47,104.65,22415.65,coastal,0,0,0,0,0,train
P00941,2023-06,64,36,101.23,23955.34,coastal,1,0,0,0,0,train
P00633,2023-02,47,18,92.72,19957.69,central,0,0,0,0,0,train
P01301,2023-02,69,32,107.0,24685.86,south,1,0,1,0,0,train
P00946,2023-02,26,15,290.39,37888.35,south,0,0,0,1,0,train
P01726,2023-08,71,8,77.9,14892.85,north,1,0,1,0,0,train
P01110,2023-08,21,64,20.79,5000.0,coastal,1,0,0,0,0,train
P01076,2023-01,29,54,15.0,5000.0,central,1,0,0,0,0,train
P00888,2023-05,31,7,82.96,21025.98,coastal,0,0,0,0,0,train
P01927,2023-02,42,14,123.24,26156.87,central,1,0,0,0,0,train
P01365,2023-05,55,15,113.97,24994.35,central,0,1,0,1,1,train
P01078,2023-05,29,62,58.29,14383.0,coastal,0,0,1,0,0,train
P00292,2023-01,36,42,123.82,25811.15,central,0,0,0,1,1,train
P01341,2023-01,54,41,38.36,10570.31,coastal,1,1,2,0,0,train
P00134,2023-03,56,20,209.01,60561.41,north,1,0,0,1,1,train
P00735,2023-03,32,11,64.65,13872.88,south,1,0,2,0,0,train
P01290,2023-01,60,35,44.27,8610.38,coastal,0,1,0,0,0,train
P00755,2023-03,55,41,259.72,54840.57,central,1,0,1,1,1,train
P00958,2023-08,61,35,45.63,12047.42,coastal,0,0,1,0,0,train
P00208,2023-02,83,57,70.06,11276.41,central,1,1,1,0,0,train
P00712,2023-07,53,39,83.33,13224.51,central,0,0,0,0,0,train
P01563,2023-04,34,25,103.55,18677.28,north,1,0,2,0,0,train
P00289,2023-08,54,12,91.65,22778.23,central,1,0,2,0,0,train
P01855,2023-05,25,48,38.4,9484.4,north,1,0,2,0,0,train
P00847,2023-08,28,31,63.96,14187.46,central,0,1,1,1,1,train
P00999,2023-02,83,19,177.98,47468.53,north,1,1,1,0,0,train
P00733,2023-07,80,57,60.52,11170.91,north,0,0,0,0,0,train
P00283,2023-03,63,59,404.87,82550.6,central,1,1,0,0,0,train
P01777,2023-06,40,52,57.17,14117.96,central,1,0,1,0,0,train
P00463,2023-02,68,47,33.16,8569.5,coastal,1,0,1,0,0,train
P01202,2023-01,50,51,226.62,50094.31,south,0,0,0,0,0,train
P01455,2023-01,56,37,97.69,20054.73,central,1,0,2,1,1,train
P00294,2023-07,40,23,77.66,21051.91,central,1,0,1,0,0,train
P00190,2023-08,38,48,95.32,16838.32,central,1,0,2,1,1,train
P00672,2023-07,59,13,277.88,62476.3,central,0,1,2,0,0,train
P01142,2023-03,41,50,87.5,19015.22,central,1,0,2,1,1,train
P00188,2023-02,43,5,82.01,18301.03,south,0,0,2,1,1,train
P01439,2023-04,39,9,76.55,13592.89,central,1,1,2,0,0,train
P01653,2023-05,21,59,207.93,43293.62,north,1,0,2,1,1,train
P01717,2023-08,61,51,23.0,5000.0,central,1,0,1,1,1,train
P00349,2023-03,30,22,208.35,44312.85,central,0,0,1,0,0,train
P00784,2023-08,26,57,556.32,110120.58,coastal,1,1,0,1,1,train
P01795,2023-04,50,39,50.74,14451.21,north,1,0,2,0,0,train
P00259,2023-01,29,2,68.45,15459.34,central,0,0,2,0,0,train
P01072,2023-03,32,8,41.18,9883.23,central,0,0,0,0,0,train
P00871,2023-04,49,43,95.94,25677.91,coastal,1,0,1,0,0,train
P01247,2023-08,76,33,132.22,19755.05,coastal,0,1,0,0,0,train
P00363,2023-01,33,30,159.47,28863.84,central,0,0,0,0,0,train
P00830,2023-06,19,40,85.15,16062.81,central,0,1,1,0,0,train
P00140,2023-01,47,46,142.12,32000.05,central,1,1,2,1,1,train
P00971,2023-05,38,52,112.64,35073.5,coastal,0,0,0,1,1,train
P01524,2023-08,28,15,77.95,15463.52,central,0,0,0,0,0,train
P00876,2023-07,52,28,44.33,10206.2,north,1,0,1,0,0,train
P01494,2023-05,40,11,99.9,24856.9,south,1,0,3,0,0,train
P00112,2023-07,71,40,134.95,34948.75,central,1,0,2,0,0,train
P00030,2023-06,48,19,53.96,13939.73,central,1,0,0,0,0,train
P00315,2023-02,34,36,193.57,48373.46,coastal,1,0,2,1,1,train
P00876,2023-08,52,29,44.33,10206.2,north,1,0,1,0,0,train
P00512,2023-03,68,6,234.63,35590.81,coastal,0,0,1,0,0,train
P01326,2023-01,30,18,131.77,23594.64,south,0,0,0,0,0,train
P01303,2023-05,65,64,78.57,23507.0,central,0,0,2,0,0,train
P01110,2023-07,21,63,20.79,5000.0,coastal,1,0,0,1,1,train
P01241,2023-07,52,56,38.06,8287.65,coastal,0,0,2,1,1,train
P00612,2023-04,49,52,80.68,16526.39,north,1,0,2,0,0,train
P00391,2023-06,68,19,76.13,20587.7,south,1,0,1,0,0,train
P01854,2023-06,28,58,41.15,10268.95,central,1,0,1,1,1,train
P00984,2023-07,62,16,82.54,16926.04,coastal,1,0,2,0,0,train
P00955,2023-03,71,24,215.16,42683.14,south,1,0,0,1,1,train
P00721,2023-08,27,58,28.94,5000.0,coastal,0,0,1,0,0,train
P00755,2023-07,55,45,259.72,54840.57,central,1,0,1,0,1,train
P00151,2023-06,76,47,138.8,35707.16,coastal,1,0,2,1,1,train
P01182,2023-02,81,13,107.93,21620.54,south,1,0,2,0,0,train
P01679,2023-03,80,27,123.93,34328.89,north,1,0,0,0,0,train
P00543,2023-07,31,20,67.99,16251.95,central,0,0,1,0,0,train
P00575,2023-05,18,17,106.71,22817.0,coastal,1,0,1,1,1,train
P01945,2023-05,43,55,118.75,26832.27,coastal,1,0,2,0,0,train
P01450,2023-03,25,42,115.87,24392.64,central,1,0,1,1,0,train
P00438,2023-02,81,42,100.38,21187.43,central,1,0,1,1,1,train
P00926,2023-08,82,48,69.16,16298.26,coastal,0,0,1,1,1,train
P00041,2023-03,29,28,47.45,13329.06,coastal,1,0,2,0,0,train
P01579,2023-03,25,7,72.4,13002.47,coastal,1,1,0,1,1,train
P01616,2023-03,29,12,84.04,24079.53,central,1,0,1,0,0,train
P00687,2023-07,45,33,135.5,25673.8,central,1,0,2,0,0,train
P00105,2023-08,72,11,272.16,58252.86,coastal,0,1,0,1,1,train
P00175,2023-03,65,30,50.85,8980.51,central,0,0,0,1,1,train
P00744,2023-07,36,44,388.3,87116.48,south,1,1,1,1,1,train
P01041,2023-08,66,52,77.41,21548.16,coastal,1,0,1,1,1,train
P01120,2023-04,51,25,158.17,30058.23,coastal,1,0,2,0,0,train
P01053,2023-05,52,33,45.21,8555.62,central,1,1,0,0,0,train
P01593,2023-08,44,9,69.64,20040.29,central,0,0,2,0,0,train
P00012,2023-08,84,63,76.88,20708.62,central,0,0,1,0,0,train
P01668,2023-07,64,29,166.59,36253.41,coastal,1,0,0,0,0,train
P00593,2023-04,34,40,90.92,19040.31,south,0,0,0,1,1,train
P00324,2023-02,80,34,164.65,43217.48,north,0,0,0,0,0,train
P00647,2023-06,49,27,54.73,12061.76,coastal,1,0,3,0,0,train
P00541,2023-01,66,45,258.88,47985.0,north,0,1,0,0,0,train
P01870,2023-01,70,25,58.72,18123.6,coastal,0,0,0,1,0,train
P00441,2023-05,84,50,34.43,7442.0,coastal,1,0,0,1,0,train
